,gene,baseMean,fold,lfcSE,stat,pvalue,padj,DEG,HARs.Intron,HARs.Flanking,HARs.FlankingandIntron,HARs.Intron.Simp,HARs.Flanking.Simp,HARs.FlankingandIntron.Simp,hCONDELs.Intron,hCONDELs.Flanking,hCONDELs.FlankingandIntron,hCONDELs.Intron.Simp,hCONDELs.Flanking.Simp,hCONDELs.FlankingandIntron.Simp,HARorhCONDEL,HARandhCONDEL,condition,family,group,genegroup
94,CA10,14.53368933,-2.892314633,0.671104553,-4.309782463,1.63E-05,0.000751644,TRUE,"HARsv2_1118,HARsv2_1119",HARsv2_1120,"HARsv2_1120,HARsv2_1118,HARsv2_1119",TRUE,TRUE,TRUE,"509,510","511,512,508","511,512,508,509,510",TRUE,TRUE,TRUE,TRUE,TRUE,Sst3,Carbonic anhydrase,B,A
95,CA10,10.75539887,-3.199018345,0.838370793,-3.815755955,0.000135767,0.003773126,TRUE,"HARsv2_1118,HARsv2_1119",HARsv2_1120,"HARsv2_1120,HARsv2_1118,HARsv2_1119",TRUE,TRUE,TRUE,"509,510","511,512,508","511,512,508,509,510",TRUE,TRUE,TRUE,TRUE,TRUE,Sst1,Carbonic anhydrase,B,A
96,CA10,12.11248351,-2.578340039,0.714191668,-3.610151385,0.000306018,0.008129215,TRUE,"HARsv2_1118,HARsv2_1119",HARsv2_1120,"HARsv2_1120,HARsv2_1118,HARsv2_1119",TRUE,TRUE,TRUE,"509,510","511,512,508","511,512,508,509,510",TRUE,TRUE,TRUE,TRUE,TRUE,Sst9,Carbonic anhydrase,B,A
97,CA10,28.1262264,-2.790339757,0.533572724,-5.229539725,1.70E-07,2.54E-05,TRUE,"HARsv2_1118,HARsv2_1119",HARsv2_1120,"HARsv2_1120,HARsv2_1118,HARsv2_1119",TRUE,TRUE,TRUE,"509,510","511,512,508","511,512,508,509,510",TRUE,TRUE,TRUE,TRUE,TRUE,Sst7,Carbonic anhydrase,B,A
98,CA10,28.37151604,-4.23199064,0.679540807,-6.227721125,4.73E-10,1.07E-07,TRUE,"HARsv2_1118,HARsv2_1119",HARsv2_1120,"HARsv2_1120,HARsv2_1118,HARsv2_1119",TRUE,TRUE,TRUE,"509,510","511,512,508","511,512,508,509,510",TRUE,TRUE,TRUE,TRUE,TRUE,Sst2,Carbonic anhydrase,B,A
99,CA12,8.234864087,-4.481361202,1.235630355,-3.626781412,0.000286976,0.005259084,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar31,Carbonic anhydrase,B,A
100,CA12,6.307642401,-4.025628333,1.043316873,-3.858490586,0.000114089,0.002041398,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP2,Carbonic anhydrase,A,A
101,CA12,14.34013205,-3.319892801,0.95739704,-3.467623842,0.000525082,0.008497527,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar32,Carbonic anhydrase,B,A
102,CA13,4.840982993,3.40679881,0.676324267,5.03722693,4.72E-07,4.31E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp51,Carbonic anhydrase,B,A
103,CA13,6.259679875,2.646427985,0.689946968,3.835697679,0.000125208,0.002971207,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6b2,Carbonic anhydrase,B,A
104,CA13,1.649607321,3.206742952,0.775022408,4.137613209,3.51E-05,0.001681538,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst4,Carbonic anhydrase,B,A
105,CA13,3.157870851,3.70830961,0.672346066,5.515477515,3.48E-08,1.39E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Pax62,Carbonic anhydrase,B,A
106,CA13,4.304989146,3.122763174,0.522869737,5.972354012,2.34E-09,7.57E-07,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sncg3,Carbonic anhydrase,B,A
107,CA13,2.484267303,2.658626446,0.741990152,3.583102062,0.000339538,0.007774447,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L4IT2,Carbonic anhydrase,A,A
108,CA13,3.571238157,3.050756,0.600177308,5.083091213,3.71E-07,3.53E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst2,Carbonic anhydrase,B,A
109,CA13,5.973630431,2.094217332,0.47952373,4.367286124,1.26E-05,0.000481924,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT2,Carbonic anhydrase,B,A
110,CA13,2.395090903,2.303181948,0.539335095,4.270409934,1.95E-05,0.000812225,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT2,Carbonic anhydrase,A,A
111,CA13,8.621493588,2.570700323,0.449349555,5.720936618,1.06E-08,1.08E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6IT1,Carbonic anhydrase,B,A
112,CA13,8.689878583,1.903884549,0.486795548,3.911055796,9.19E-05,0.002330305,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar32,Carbonic anhydrase,B,A
113,CA13,4.796248064,2.157337455,0.470479589,4.585400735,4.53E-06,0.000205044,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar31,Carbonic anhydrase,B,A
114,CA13,4.299605962,2.330916046,0.64808739,3.596607621,0.000322394,0.007977299,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT1,Carbonic anhydrase,A,A
115,CA13,2.081182789,3.561270523,0.852022111,4.179786508,2.92E-05,0.003053536,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst6,Carbonic anhydrase,B,A
116,CA13,2.38656769,3.432824477,0.791281887,4.33830792,1.44E-05,0.000971932,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6b3,Carbonic anhydrase,B,A
117,CA13,1.985429946,3.538226192,0.812392993,4.35531353,1.33E-05,0.002117745,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sncg1,Carbonic anhydrase,B,A
118,CA13,3.431192486,2.557515386,0.52346828,4.885712246,1.03E-06,5.22E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT1,Carbonic anhydrase,B,A
119,CA13,4.280358263,3.040668779,0.472326946,6.437635637,1.21E-10,4.19E-08,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst5,Carbonic anhydrase,B,A
120,CA13,4.944312248,3.146288638,0.60166536,5.229299954,1.70E-07,1.38E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L23IT3,Carbonic anhydrase,A,A
121,CA13,2.160856252,2.941600089,0.536753022,5.480360552,4.24E-08,6.13E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Pvalb1,Carbonic anhydrase,B,A
122,CA2,6.583724463,2.400907858,0.628007831,3.823054015,0.000131809,0.005341999,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Pax61,Carbonic anhydrase,B,A
123,CA2,49.25297543,2.352487467,0.434498487,5.41425928,6.15E-08,6.69E-06,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp5Lhx61,Carbonic anhydrase,B,A
124,CA2,3.090898026,3.313300689,0.652756747,5.075858201,3.86E-07,5.03E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip4,Carbonic anhydrase,C,A
125,CA2,2.639917665,2.326067796,0.61248682,3.797743431,0.000146019,0.003556783,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP1,Carbonic anhydrase,A,A
126,CA5B,27.13690151,-1.135275587,0.245520309,-4.623957961,3.76E-06,0.000179867,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT1,Carbonic anhydrase,B,A
127,CA5B,7.311447901,-1.313957219,0.345959154,-3.798012581,0.000145861,0.003948245,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst1,Carbonic anhydrase,B,A
128,CA5B,35.32332722,-1.158894998,0.269637789,-4.297969519,1.72E-05,0.000590327,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar32,Carbonic anhydrase,B,A
129,CA8,12.37360232,-3.664585147,0.787972664,-4.650650099,3.31E-06,0.000162703,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6b2,Carbonic anhydrase,B,A
130,CA8,253.1117204,1.567823955,0.445787677,3.516974642,0.000436495,0.007661776,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Chandelier1,Carbonic anhydrase,A,A
131,CA8,2.987622646,-4.147068057,1.071352713,-3.870870915,0.000108447,0.004694755,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6b3,Carbonic anhydrase,B,A
132,CA8,70.30303434,-3.233221566,0.66342821,-4.873506307,1.10E-06,9.99E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip1,Carbonic anhydrase,C,A
133,CA8,45.27733683,-2.097232389,0.570232469,-3.677855091,0.000235204,0.006105576,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip2,Carbonic anhydrase,C,A
134,CA8,115.5108842,1.200069484,0.294658086,4.0727526,4.65E-05,0.001564137,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp5Lhx61,Carbonic anhydrase,B,A
135,CADM1,292.3341617,1.347479773,0.261171362,5.159370312,2.48E-07,2.17E-05,TRUE,"HARsv2_0435,HARsv2_0436,HARsv2_0437,HARsv2_0438",NA,"HARsv2_0435,HARsv2_0436,HARsv2_0437,HARsv2_0438",TRUE,FALSE,TRUE,405,404,"404,405",TRUE,TRUE,TRUE,TRUE,TRUE,Lamp5Lhx61,Nectin and nectin like molecule,B,A
136,CADM4,20.93571248,0.705447166,0.199962511,3.527897113,0.000418875,0.007449536,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Chandelier1,Nectin and nectin like molecule,A,A
137,CBLN1,3.676507987,2.983462254,0.728740581,4.093997687,4.24E-05,0.002079636,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip5,Cerebellin,C,A
138,CBLN1,6.452988771,2.93461873,0.610903615,4.803734432,1.56E-06,8.35E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT1,Cerebellin,B,A
139,CBLN1,1.595420043,3.251513144,0.815188383,3.988664723,6.64E-05,0.003136839,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip8,Cerebellin,C,A
140,CBLN1,1.116447521,4.708926845,1.330122338,3.540220859,0.000399792,0.00870132,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L4IT1,Cerebellin,A,A
141,CBLN2,5.592637607,-3.221886738,0.884686811,-3.641838782,0.000270698,0.00909942,TRUE,NA,HARsv2_1266,HARsv2_1266,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pax61,Cerebellin,B,A
142,CBLN4,2.115002028,4.563194315,0.623793018,7.315237882,2.57E-13,1.96E-10,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst1,Cerebellin,B,A
143,CBLN4,26.58843717,2.010368342,0.491271667,4.092172372,4.27E-05,0.001492513,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L4IT1,Cerebellin,A,A
144,CD47,206.5079172,0.533762724,0.122228574,4.366922617,1.26E-05,0.00042456,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT1,Ig like cell adhesion molecule family,B,A
145,CD47,244.7674758,0.641346533,0.144242251,4.44631534,8.74E-06,0.000361939,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6b2,Ig like cell adhesion molecule family,B,A
146,CD47,184.5605362,0.578827894,0.163938801,3.530755939,0.000414374,0.00755428,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT1,Ig like cell adhesion molecule family,B,A
147,CD47,77.99394357,0.762295354,0.196726032,3.874908408,0.000106665,0.002871121,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5ET2,Ig like cell adhesion molecule family,B,A
148,CDH1,3.973625713,3.841294364,0.571093293,6.726211651,1.74E-11,4.62E-09,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst3,Cadherin,B,A
149,CDH1,1.670768239,3.278213491,0.660849741,4.960603431,7.03E-07,9.68E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,SstChodl1,Cadherin,B,A
150,CDH13,36.69762424,2.84686106,0.607528574,4.685970641,2.79E-06,0.000171769,TRUE,"HARsv2_1074,HARsv2_1075,HARsv2_1076,HARsv2_1077,HARsv2_1078,HARsv2_1079",NA,"HARsv2_1074,HARsv2_1075,HARsv2_1076,HARsv2_1077,HARsv2_1078,HARsv2_1079",TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L4IT2,Cadherin,A,A
151,CDH2,124.6885147,0.911819492,0.188784365,4.829952376,1.37E-06,0.000115548,TRUE,HARsv2_1179,NA,HARsv2_1179,TRUE,FALSE,TRUE,NA,"823,526","823,526",FALSE,TRUE,TRUE,TRUE,TRUE,Vip1,Cadherin,C,A
152,CDH20,39.64215488,-2.194005475,0.614087399,-3.572790255,0.000353198,0.007932649,TRUE,"HARsv2_1253,HARsv2_1254",NA,"HARsv2_1253,HARsv2_1254",TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L4IT1,Cadherin,A,A
153,CDH20,42.73601424,-3.943686382,0.621392504,-6.346530339,2.20E-10,4.61E-08,TRUE,"HARsv2_1253,HARsv2_1254",NA,"HARsv2_1253,HARsv2_1254",TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip2,Cadherin,C,A
154,CDH20,12.49713737,-2.849850316,0.664127576,-4.291118784,1.78E-05,0.003806683,TRUE,"HARsv2_1253,HARsv2_1254",NA,"HARsv2_1253,HARsv2_1254",TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,VLMC1,Cadherin,C,A
155,CDH20,11.37174303,-5.184701538,1.171965993,-4.423935138,9.69E-06,0.00162256,TRUE,"HARsv2_1253,HARsv2_1254",NA,"HARsv2_1253,HARsv2_1254",TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,MicroPVM1,Cadherin,B,A
156,CDH20,484.7792468,1.003476986,0.242493714,4.138156697,3.50E-05,0.001795175,TRUE,"HARsv2_1253,HARsv2_1254",NA,"HARsv2_1253,HARsv2_1254",TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L5ET1,Cadherin,B,A
157,CDH20,21.7838734,-2.830945961,0.583194224,-4.854207821,1.21E-06,6.89E-05,TRUE,"HARsv2_1253,HARsv2_1254",NA,"HARsv2_1253,HARsv2_1254",TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L56NP1,Cadherin,A,A
158,CDH20,52.52382239,-3.07776771,0.723577733,-4.253541214,2.10E-05,0.00086439,TRUE,"HARsv2_1253,HARsv2_1254",NA,"HARsv2_1253,HARsv2_1254",TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L23IT2,Cadherin,A,A
159,CDH22,20.70702667,-1.779622459,0.510876244,-3.48347076,0.000494957,0.008842129,TRUE,HARsv2_1674,NA,HARsv2_1674,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pvalb3,Cadherin,B,A
160,CDH22,21.58541693,-2.228149703,0.583907707,-3.815927886,0.000135672,0.00458518,TRUE,HARsv2_1674,NA,HARsv2_1674,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip1,Cadherin,C,A
161,CDH22,42.19279279,-1.121966904,0.3111476,-3.605899269,0.000311074,0.00592917,TRUE,HARsv2_1674,NA,HARsv2_1674,TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6b2,Cadherin,B,A
162,CDH24,5.829017312,-3.035971332,0.797092582,-3.808806407,0.000139639,0.004491353,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Lamp51,Cadherin,B,A
163,CDH26,14.41634964,-1.680018605,0.46530323,-3.610588747,0.000305503,0.007167625,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L4IT2,Cadherin,A,A
164,CDH26,10.01792196,-1.582306479,0.416459653,-3.799423224,0.000145033,0.004509215,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT2,Cadherin,B,A
165,CDH4,23.74078134,1.16923176,0.283073528,4.130487822,3.62E-05,0.001433132,TRUE,"HARsv2_1684,HARsv2_1685",NA,"HARsv2_1684,HARsv2_1685",TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pvalb4,Cadherin,B,A
166,CDH4,103.3066942,1.217938414,0.2244396,5.426575404,5.74E-08,5.04E-06,TRUE,"HARsv2_1684,HARsv2_1685",NA,"HARsv2_1684,HARsv2_1685",TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L5IT2,Cadherin,B,A
167,CDH4,40.70806619,1.677571478,0.310435035,5.403937346,6.52E-08,7.51E-06,TRUE,"HARsv2_1684,HARsv2_1685",NA,"HARsv2_1684,HARsv2_1685",TRUE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst3,Cadherin,B,A
168,CDH6,3.724645383,3.033754346,0.659721961,4.598534724,4.25E-06,0.00037865,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip7,Cadherin,C,A
169,CDH6,83.18802021,1.280067787,0.2733136,4.683512953,2.82E-06,0.000240432,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6b3,Cadherin,B,A
170,CDH6,88.62626457,1.092132256,0.27319746,3.997593002,6.40E-05,0.001762739,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Chandelier1,Cadherin,A,A
171,CDH6,159.1463055,1.045368658,0.244715313,4.271774591,1.94E-05,0.000674417,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP1,Cadherin,A,A
172,CDH7,57.86726542,1.147382463,0.317547742,3.613259709,0.000302372,0.00905349,TRUE,NA,HARsv2_1259,HARsv2_1259,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L5ET1,Cadherin,B,A
173,CDH7,39.35796927,-2.418708455,0.407639468,-5.93345013,2.97E-09,3.35E-07,TRUE,NA,HARsv2_1259,HARsv2_1259,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L5IT1,Cadherin,B,A
174,CDH7,12.26929103,-2.098247726,0.454558063,-4.616016956,3.91E-06,0.000226527,TRUE,NA,HARsv2_1259,HARsv2_1259,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst1,Cadherin,B,A
175,CDH7,103.5010433,0.689307084,0.179063406,3.849513983,0.000118352,0.003527417,TRUE,NA,HARsv2_1259,HARsv2_1259,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L4IT2,Cadherin,A,A
176,CDH7,6.942099148,2.141233099,0.518471407,4.129896209,3.63E-05,0.002628513,TRUE,NA,HARsv2_1259,HARsv2_1259,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Vip6,Cadherin,C,A
177,CDH9,247.7607753,0.735199957,0.187800998,3.914781949,9.05E-05,0.002941965,TRUE,NA,HARsv2_2229,HARsv2_2229,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Pvalb4,Cadherin,B,A
178,CDH9,54.9796269,2.641268538,0.594681693,4.441482847,8.93E-06,0.000416147,TRUE,NA,HARsv2_2229,HARsv2_2229,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L4IT1,Cadherin,A,A
179,CDH9,678.3528205,0.850826616,0.202945635,4.192386882,2.76E-05,0.001873851,TRUE,NA,HARsv2_2229,HARsv2_2229,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sncg2,Cadherin,B,A
180,CDH9,309.3747416,1.307047731,0.218595022,5.97931152,2.24E-09,4.13E-07,TRUE,NA,HARsv2_2229,HARsv2_2229,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Sst9,Cadherin,B,A
181,CDH9,95.34503644,2.25105312,0.402404591,5.594004571,2.22E-08,2.59E-06,TRUE,NA,HARsv2_2229,HARsv2_2229,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,Chandelier1,Cadherin,A,A
182,CDH9,30.33601532,1.695442022,0.486258889,3.486706482,0.000489008,0.008513431,TRUE,NA,HARsv2_2229,HARsv2_2229,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L5IT1,Cadherin,B,A
183,CDHR1,3.321454827,5.01221822,1.105635035,4.533338817,5.81E-06,0.000947123,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst6,Cadherin related,B,A
184,CDHR1,3.571860338,1.886577096,0.515177584,3.661993752,0.00025026,0.007565408,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Vip5,Cadherin related,C,A
185,CELSR3,26.00088144,-0.973611833,0.249319611,-3.90507521,9.42E-05,0.002413409,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6IT1,CELSR,B,A
186,CELSR3,24.19483343,-0.918726781,0.209337522,-4.388734382,1.14E-05,0.000443321,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L5IT2,CELSR,B,A
187,CHL1,375.8751678,1.063505926,0.250355643,4.24798065,2.16E-05,0.000739435,TRUE,NA,HARsv2_1739,HARsv2_1739,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,L6IT1,Ig like cell adhesion molecule family,B,A
188,CLMP,67.95277682,-3.569005008,0.487141784,-7.326419389,2.36E-13,4.72E-11,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP2,IgCAM CXADR-related protein,A,A
189,CLMP,39.73326928,1.873354031,0.521044611,3.595381259,0.000323917,0.008391723,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,Sst9,IgCAM CXADR-related protein,B,A
190,CLMP,17.93280474,-2.50406897,0.704483928,-3.554472816,0.000378738,0.009484288,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6CT2,IgCAM CXADR-related protein,B,A
191,CLMP,84.93894759,-1.697365012,0.350091173,-4.848351349,1.24E-06,7.31E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6ITCar31,IgCAM CXADR-related protein,B,A
192,CLMP,29.17470246,-3.064431589,0.591217849,-5.183252833,2.18E-07,2.97E-05,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L6b3,IgCAM CXADR-related protein,B,A
193,CLMP,55.56213102,-2.404568726,0.583571971,-4.120432175,3.78E-05,0.001160823,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,L56NP1,IgCAM CXADR-related protein,A,A
